base,1,2,3,4,5,6,7,8,9,10
alejandra-pizarnik-hemos-dicho-palabras,vicente-huidobro-estrella-hija-de-estrella,jaime-sabines-miss-x,vicente-huidobro-balada-de-lo-que-no-vuelve,jaime-sabines-pasa-el-lunes,alfonsina-storni-al-oido,alfonso-reyes-morir,alfonsina-storni-esta-tarde,alfonsina-storni-dulce-y-sombrio,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,vicente-huidobro-el-paso-del-retorno
cesar-vallejo-los-heraldos-negros,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,cesar-vallejo-desnudo-en-barro,vicente-huidobro-el-paso-del-retorno,cesar-vallejo-los-nueve-monstruos,vicente-huidobro-balada-de-lo-que-no-vuelve,jaime-sabines-los-amorosos,alfonsina-storni-capricho-2,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres
alejandra-pizarnik-ya-he-perdido-el-nombre-que-me-llamaba,alejandra-pizarnik-privilegio,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonso-reyes-glosa-de-mi-tierra,jaime-sabines-miss-x,vicente-huidobro-balada-de-lo-que-no-vuelve,mario-benedetti-a-la-izquierda-del-roble,vicente-huidobro-el-paso-del-retorno,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,alfonso-reyes-morir
tirso-de-molina-el-tardo-buey-atado-a-la-coyunda,tirso-de-molina-versos-de-novela-cortesana,tirso-de-molina-oh-premio-rico-que-a-perder-provoca,tirso-de-molina-todo-es-temor-amor-todo-es-recelos,tirso-de-molina-un-ano-cielos-ha-que-amor-me-obliga,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonsina-storni-alma-desnuda,tirso-de-molina-que-confusion-enmaranados-cielos,tirso-de-molina-falsa-amistad-ladron-disimulado,tirso-de-molina-yo-os-prometi-mi-libertad-querida,tirso-de-molina-movido-de-mis-ruegos-febo-el-paso
alejandra-pizarnik-te-hablo,alejandra-pizarnik-estoy-con-pavura,mario-benedetti-a-la-izquierda-del-roble,alfonsina-storni-tu-me-quieres-blanca,cesar-vallejo-a-mi-hermano-miguel,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,alejandra-pizarnik-mi-amor-se-amplia,alejandra-pizarnik-solo-un-amor,cesar-vallejo-quien-hace-tanta-bulla,jaime-sabines-tlaltelolco-68
alfonsina-storni-golondrinas,alfonsina-storni-las-cosas-que-mueren-jamas-resucitan,alfonsina-storni-adios,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,alfonsina-storni-fiero-amor,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-plegaria-a-la-traicion,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,vicente-huidobro-estrella-hija-de-estrella,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte
mario-benedetti-buenos-dias-gabriel,vicente-huidobro-viajero,vicente-huidobro-aqui-estamos,vicente-huidobro-senora,mario-benedetti-un-padre-nuestro-latinoamericano,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,mario-benedetti-a-la-izquierda-del-roble,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,catulo-la-goleta-aquella-que-veis-huespedes
alfonsina-storni-el-engano,alfonsina-storni-tu-que-nunca-seras,alfonsina-storni-la-invitacion-amable,alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,alfonsina-storni-el-racimo-inocente,tirso-de-molina-no-en-balde-nino-amor-te-pintan-ciego,mario-benedetti-incitacion,alfonso-reyes-la-senal-funesta,cesar-vallejo-los-dados-eternos,alfonsina-storni-al-oido
alfonsina-storni-retrato-de-garcia-lorca,alfonsina-storni-buscando-raices-de-alas,alfonso-reyes-sol-de-monterrey,alfonsina-storni-tu-me-quieres-blanca,alfonso-reyes-glosa-de-mi-tierra,jaime-sabines-miss-x,jaime-sabines-la-cojita-esta-embarazada,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonsina-storni-al-oido,alfonso-reyes-los-caballos
alejandra-pizarnik-solamente,alejandra-pizarnik-ya-comprendo-la-verdad,alejandra-pizarnik-sentido-de-su-ausencia,alejandra-pizarnik-si-yo-me-atrevo,jaime-sabines-pequena-del-amor,alfonso-reyes-ausencias,alfonsina-storni-viaje,vicente-huidobro-estrella-hija-de-estrella,alfonso-reyes-sol-de-monterrey,tirso-de-molina-versos-de-novela-cortesana,alfonsina-storni-esta-tarde
alejandra-pizarnik-fronteras-inutiles,alejandra-pizarnik-un-lugar,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,mario-benedetti-tactica-y-estrategia,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-estallara-la-isla-del-recuerdo,alejandra-pizarnik-sueno,alejandra-pizarnik-la-sangre-quiere-sentarse,alejandra-pizarnik-el-ausente,alejandra-pizarnik-y-sobre-todo-mirar-con-inocencia
alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,cesar-vallejo-los-dados-eternos,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,alfonso-reyes-morir,alfonsina-storni-frente-al-mar,cesar-vallejo-yeso,vicente-huidobro-aqui-estamos,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-epistola-a-los-transeuntes,alfonsina-storni-la-invitacion-amable
cesar-vallejo-epistola-a-los-transeuntes,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,alfonso-reyes-morir,cesar-vallejo-los-nueve-monstruos,alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,cesar-vallejo-los-dados-eternos,alfonso-reyes-la-senal-funesta,mario-benedetti-incitacion,cesar-vallejo-la-rueda-del-hambriento,cesar-vallejo-yeso
alejandra-pizarnik-pido-el-silencio,alejandra-pizarnik-canta-lastimada-mia,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-porque-te-tengo-y-no,mario-benedetti-corazon-coraza,mario-benedetti-hagamos-un-trato,alfonsina-storni-tu-me-quieres-blanca,mario-benedetti-un-padre-nuestro-latinoamericano,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,alejandra-pizarnik-solo-un-amor
alejandra-pizarnik-en-un-otono-antiguo,alejandra-pizarnik-como-se-llama-el-nombre,alfonsina-storni-capricho-2,mario-benedetti-ngelus,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-el-sol-como-un-gran-animal-demasiado-amarillo,alejandra-pizarnik-la-mesa-verde,jaime-sabines-cantemos-al-dinero,alfonsina-storni-la-invitacion-amable,cesar-vallejo-donde-nunca-llegaremos,jaime-sabines-adan-y-eva
alejandra-pizarnik-tu-haces-el-silencio-de-las-lilas-que-aletean,alejandra-pizarnik-reconocimiento,alfonsina-storni-el-sueno,vicente-huidobro-estrella-hija-de-estrella,cesar-vallejo-sauce,alejandra-pizarnik-poema-para-el-padre,alejandra-pizarnik-y-fue-entonces,vicente-huidobro-18,alfonsina-storni-palabras-a-ruben-dario,alfonsina-storni-bajo-sus-lomos-rojos-en-la-oscura-caoba,cesar-vallejo-yeso
alfonso-reyes-el-mal-confitero,alfonso-reyes-es-toledo-ciudad-eclesiastica,alfonso-reyes-los-caballos,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonsina-storni-tu-me-quieres-blanca,alfonso-reyes-la-tonada-de-la-sierva-enemiga,alfonso-reyes-morir,cesar-vallejo-verano,cesar-vallejo-el-pan-nuestro,cesar-vallejo-los-nueve-monstruos
alfonsina-storni-resurgir,alfonsina-storni-la-invitacion-amable,alfonsina-storni-capricho-2,alfonsina-storni-bajo-tus-miradas,alfonsina-storni-el-sueno,cesar-vallejo-absoluta,vicente-huidobro-estrella-hija-de-estrella,cesar-vallejo-yeso,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,vicente-huidobro-balada-de-lo-que-no-vuelve,alfonso-reyes-morir
alejandra-pizarnik-balada-de-la-piedra-que-llora,alejandra-pizarnik-la-muerte-se-muere-de-risa-pero-la-vida,alejandra-pizarnik-poco-se-de-la-noche,alejandra-pizarnik-la-noche,alejandra-pizarnik-dice-que-no-sabe-del-miedo-de-la-muerte-del-amor,alejandra-pizarnik-de-rbol-de-diana,jaime-sabines-los-amorosos,alejandra-pizarnik-tal-vez-esta-noche-no-es-noche,alejandra-pizarnik-noche,alfonsina-storni-frente-al-mar,jaime-sabines-los-dias-inutiles
alejandra-pizarnik-tu-voz,alejandra-pizarnik-emboscado-en-mi-escritura,cesar-vallejo-yeso,jaime-sabines-te-quiero-porque-tienes,alejandra-pizarnik-y-fue-entonces,alejandra-pizarnik-poema-para-el-padre,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alejandra-pizarnik-ese-instante-que-no-se-olvida,alejandra-pizarnik-a-la-espera-de-la-oscuridad
alejandra-pizarnik-el-tiempo-tiene-miedo,alejandra-pizarnik-canto,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-dice-que-no-sabe-del-miedo-de-la-muerte-del-amor,alejandra-pizarnik-de-rbol-de-diana,mario-benedetti-un-padre-nuestro-latinoamericano,mario-benedetti-tactica-y-estrategia,alejandra-pizarnik-en-el-eco-de-mis-muertes,alejandra-pizarnik-el-miedo
alejandra-pizarnik-tu-haces-el-silencio-de-las-lilas-que-aletean,alejandra-pizarnik-reconocimiento,alfonsina-storni-el-sueno,vicente-huidobro-estrella-hija-de-estrella,cesar-vallejo-sauce,alejandra-pizarnik-poema-para-el-padre,alejandra-pizarnik-y-fue-entonces,vicente-huidobro-18,alfonsina-storni-palabras-a-ruben-dario,alfonsina-storni-bajo-sus-lomos-rojos-en-la-oscura-caoba,cesar-vallejo-yeso
alfonsina-storni-alma-muerta,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,jaime-sabines-mi-corazon-emprende,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonsina-storni-alma-desnuda,alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonsina-storni-razones-y-paisajes-de-amor,alfonso-reyes-morir,alfonsina-storni-esta-tarde,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte
alejandra-pizarnik-que-bestia-caida-de-pasmo,alejandra-pizarnik-la-unica-herida,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,jaime-sabines-los-dias-inutiles,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,vicente-huidobro-estrella-hija-de-estrella,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte
alfonsina-storni-senor-senor-hace-ya-tiempo-un-dia,alfonsina-storni-el-ruego,alfonsina-storni-queja,alfonso-reyes-morir,cesar-vallejo-yeso,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-vida,alfonsina-storni-frente-al-mar,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor
alejandra-pizarnik-memoria,alejandra-pizarnik-arpa-de-silencio,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,vicente-huidobro-arte-poetica,alejandra-pizarnik-solo-un-amor,alejandra-pizarnik-mi-amor-se-amplia,mario-benedetti-ngelus
cesar-vallejo-absoluta,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,cesar-vallejo-desnudo-en-barro,cesar-vallejo-yeso,alfonso-reyes-morir,cesar-vallejo-los-dados-eternos,vicente-huidobro-aqui-estamos,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-estrella-hija-de-estrella,cesar-vallejo-mayo
alejandra-pizarnik-solo-la-sed,alejandra-pizarnik-3,alejandra-pizarnik-dice-que-no-sabe-del-miedo-de-la-muerte-del-amor,alejandra-pizarnik-de-rbol-de-diana,vicente-huidobro-estrella-hija-de-estrella,alfonso-reyes-morir,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,jaime-sabines-miss-x,vicente-huidobro-balada-de-lo-que-no-vuelve,mario-benedetti-a-la-izquierda-del-roble
alejandra-pizarnik-el-viento-muere-en-mi-herida,alejandra-pizarnik-nada,alejandra-pizarnik-exilio,alejandra-pizarnik-esta-mania-de-saberme-angel,vicente-huidobro-el-espejo-de-agua,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonsina-storni-alma-desnuda,alfonsina-storni-alma-muerta,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas,alfonsina-storni-versos-otonales
alfonsina-storni-te-acuerdas,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-el-sueno,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas,alfonsina-storni-versos-otonales,alfonsina-storni-tu-dulzura,alfonsina-storni-camino-lentamente-por-la-senda-de-acacias,alfonsina-storni-al-oido,cesar-vallejo-yeso,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor
tirso-de-molina-coplas,alfonso-reyes-los-caballos,alfonso-reyes-la-tonada-de-la-sierva-enemiga,alfonso-reyes-la-senal-funesta,alfonso-reyes-sol-de-monterrey,alfonso-reyes-es-toledo-ciudad-eclesiastica,alfonso-reyes-el-mal-confitero,alfonsina-storni-tu-me-quieres-blanca,cesar-vallejo-verano,alfonso-reyes-quedate-callado,cesar-vallejo-espergesia
alejandra-pizarnik-como-un-poema-enterado,alejandra-pizarnik-18,alfonsina-storni-dos-palabras,alejandra-pizarnik-hemos-dicho-palabras,alfonso-reyes-apenas,alejandra-pizarnik-si-yo-me-atrevo,alejandra-pizarnik-sentido-de-su-ausencia,vicente-huidobro-hija,vicente-huidobro-18,jaime-sabines-pequena-del-amor,alfonsina-storni-esta-tarde
alfonsina-storni-la-caricia-perdida,alfonsina-storni-se-me-va-de-los-dedos-la-caricia-sin-causa,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,alfonsina-storni-esta-tarde,alfonsina-storni-oh-tu,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonsina-storni-alma-desnuda,alfonsina-storni-date-a-volar
alfonsina-storni-frente-al-mar,alfonsina-storni-un-sol,alfonsina-storni-plegaria-a-la-traicion,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonso-reyes-morir,cesar-vallejo-los-dados-eternos,alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,alejandra-pizarnik-noche,alejandra-pizarnik-tal-vez-esta-noche-no-es-noche,jaime-sabines-mi-corazon-emprende
mario-benedetti-ustedes-y-nosotros,mario-benedetti-ustedes-cuando-aman,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-un-padre-nuestro-latinoamericano,mario-benedetti-tus-manos-son-mi-caricia,mario-benedetti-te-quiero,alfonsina-storni-tu-me-quieres-blanca,alejandra-pizarnik-la-noche-se-astillo-de-estrellas,alejandra-pizarnik-cenizas,jaime-sabines-pasa-el-lunes,alejandra-pizarnik-el-despertar
alejandra-pizarnik-lejania,alejandra-pizarnik-mi-ser-henchido-de-barcos-blancos,alfonsina-storni-el-sueno,alfonsina-storni-versos-otonales,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas,alfonsina-storni-oh-tu,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-te-acuerdas,alfonsina-storni-al-oido,cesar-vallejo-la-copa-negra,alfonsina-storni-tu-dulzura
tirso-de-molina-del-castizo-caballo-descuidado,cesar-vallejo-mayo,tirso-de-molina-versos-de-novela-cortesana,tirso-de-molina-quiere-hacer-un-tapiz-la-industria-humana,alfonso-reyes-quedate-callado,tirso-de-molina-sale-el-sol-por-el-cielo-luminoso,alfonso-reyes-glosa-de-mi-tierra,alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonsina-storni-razones-y-paisajes-de-amor,alfonso-reyes-la-tonada-de-la-sierva-enemiga,tirso-de-molina-movido-de-mis-ruegos-febo-el-paso
alfonsina-storni-pudiera-ser,catulo-el-varo-a-mi-mio-a-sus-amores,alfonso-reyes-los-caballos,alejandra-pizarnik-tal-vez-esta-noche-no-es-noche,alejandra-pizarnik-noche,cesar-vallejo-donde-nunca-llegaremos,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,jaime-sabines-pasa-el-lunes,cesar-vallejo-los-nueve-monstruos,cesar-vallejo-los-dados-eternos
alfonsina-storni-tu-me-quieres-blanca,alfonso-reyes-glosa-de-mi-tierra,alfonso-reyes-el-mal-confitero,alfonso-reyes-es-toledo-ciudad-eclesiastica,alfonso-reyes-los-caballos,alfonso-reyes-la-tonada-de-la-sierva-enemiga,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,mario-benedetti-a-la-izquierda-del-roble,alfonsina-storni-al-oido,alfonso-reyes-sol-de-monterrey
alejandra-pizarnik-la-muerte-siempre-al-lado,alejandra-pizarnik-silencios,alejandra-pizarnik-mi-amor-se-amplia,alejandra-pizarnik-solo-un-amor,alfonsina-storni-el-clamor,cesar-vallejo-los-pasos-lejanos,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,alejandra-pizarnik-peregrinaje,jaime-sabines-miss-x,alejandra-pizarnik-han-venido,alejandra-pizarnik-hijas-del-viento
alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonsina-storni-razones-y-paisajes-de-amor,alfonsina-storni-amor,alfonso-reyes-glosa-de-mi-tierra,cesar-vallejo-mayo,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonso-reyes-morir,vicente-huidobro-el-celebre-oceano,cesar-vallejo-desnudo-en-barro,alfonsina-storni-el-sueno,alfonsina-storni-esta-tarde
alfonsina-storni-el-clamor,alfonso-reyes-los-caballos,cesar-vallejo-donde-nunca-llegaremos,alfonso-reyes-sol-de-monterrey,alejandra-pizarnik-noche,alejandra-pizarnik-tal-vez-esta-noche-no-es-noche,tirso-de-molina-coplas,cesar-vallejo-los-pasos-lejanos,alfonso-reyes-morir,cesar-vallejo-gape,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres
cesar-vallejo-cuidate-espana-de-tu-propia-espana,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,cesar-vallejo-el-pan-nuestro,cesar-vallejo-y-si-despues-de-tantas-palabras,alfonso-reyes-morir,cesar-vallejo-los-dados-eternos,cesar-vallejo-desnudo-en-barro,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonsina-storni-plegaria-a-la-traicion,jaime-sabines-asi-es,cesar-vallejo-los-nueve-monstruos
alejandra-pizarnik-lobscurite-des-eaux,alejandra-pizarnik-escucho-resonar-el-agua-que-cae-en-mi-sueno,alejandra-pizarnik-sous-la-nuit,alejandra-pizarnik-los-ausentes-soplan-grismente-y-la-noche-es-densa,vicente-huidobro-fatiga,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-18,cesar-vallejo-la-copa-negra,vicente-huidobro-estrella-hija-de-estrella,vicente-huidobro-monumento-al-mar
alfonso-reyes-ausencias,tirso-de-molina-movido-de-mis-ruegos-febo-el-paso,tirso-de-molina-versos-de-novela-cortesana,alfonso-reyes-morir,alfonsina-storni-razones-y-paisajes-de-amor,alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonso-reyes-la-senal-funesta,alfonso-reyes-a-cuernavaca,alfonso-reyes-glosa-de-mi-tierra,jaime-sabines-pequena-del-amor,alfonsina-storni-alma-desnuda
alejandra-pizarnik-solamente-en-las-noches,alejandra-pizarnik-escribiendo,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,cesar-vallejo-entre-el-dolor-y-el-placer-median-tres-criaturas,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,jaime-sabines-pasa-el-lunes,mario-benedetti-a-la-izquierda-del-roble,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,vicente-huidobro-el-paso-del-retorno
alfonso-reyes-la-senal-funesta,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-los-caballos,alfonso-reyes-morir,alfonso-reyes-glosa-de-mi-tierra,alfonso-reyes-la-tonada-de-la-sierva-enemiga,cesar-vallejo-epistola-a-los-transeuntes,tirso-de-molina-coplas,mario-benedetti-un-padre-nuestro-latinoamericano,cesar-vallejo-la-rueda-del-hambriento
mario-benedetti-viceversa,mario-benedetti-tactica-y-estrategia,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-hagamos-un-trato,alfonsina-storni-tu-me-quieres-blanca,cesar-vallejo-espergesia,mario-benedetti-un-padre-nuestro-latinoamericano,cesar-vallejo-tiempo-tiempo,mario-benedetti-ahora-todo-esta-claro,alfonso-reyes-la-senal-funesta,alfonso-reyes-el-descastado
alejandra-pizarnik-sombras-de-los-dias-a-venir,alejandra-pizarnik-manana,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,jaime-sabines-te-quiero-porque-tienes,cesar-vallejo-yeso,jaime-sabines-miss-x,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-mucho-mas-alla,alejandra-pizarnik--y-si-nos-vamos-anticipando
alejandra-pizarnik-reloj,alejandra-pizarnik-dama-pequenisima,alejandra-pizarnik-un-lugar,alejandra-pizarnik-fronteras-inutiles,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,mario-benedetti-a-la-izquierda-del-roble,cesar-vallejo-entre-el-dolor-y-el-placer-median-tres-criaturas,mario-benedetti-tactica-y-estrategia,cesar-vallejo-tiempo-tiempo,alejandra-pizarnik-estoy-con-pavura
alejandra-pizarnik-alguien-mide-sollozando,alejandra-pizarnik-los-ojos-abiertos,alejandra-pizarnik-memoria,alejandra-pizarnik-arpa-de-silencio,vicente-huidobro-senora,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,mario-benedetti-a-la-izquierda-del-roble,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-poema-funerario
