,author,poem,keywords
78,vicente-huidobro,La poesía es un atentado celeste,grito angustioso voy atroz esperarme estoy guardar doloroso ternura esperar me ido sentaron espera cayendo revistiendo mi expresarlos hay silencio adentrando haciendo lleno lenguaje fondo viaje ellos vida otro esqueleto esperado muchos transubstanciación mis ropas equívoco cortezas dando pero lamentable expresarse modo ausencia aquí objetos van cuántas cansaron poco yo
79,vicente-huidobro,Noche,mecen silbando inundo gime muerto humea resbalar mi oye encendí nidos olas labios viento voces alas noche abro mis orilla cada estrella daban nubes canción miro nieve mástiles llenos que niebla vez puerto dedos yo mirada una pájaros sobre navío caía están la entre en de árboles vacío tras cigarro
80,vicente-huidobro,Viajero,edad aliento tristeza clamores derrochados horas soles adentro decorada movedizas recuerdo fondo ventana bogar calles su volar palabras muertos torno arenas noche vida razonable explicándose alas nombre vigilancia sola siquiera enredada hacia fantasmas reducidos despide preferida realidad toda silencio tiempo montaña siempre sueño sus andar ríos estrellas huérfano destino secreto
81,vicente-huidobro,Allá me esperan hasta mañana,lejos pasar bajo vida tierra buen viaje pasan ríos poco barcas más termina la de un ha los las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
82,vicente-huidobro,18,grito deshacen impacientes voy abanico primavera mi camino cielo refrescada lejos parpadeo hermosa urna espacio cada viento hacia me seis cuando luz vida alas umbral tocado ritmo infinito emociones viajar posible cortina circunstancias borde desgracia heme mirada nerviosas oceánicas barco encierra persigue apariencias gusta definido salvo ya aguas tiernamente una
83,alejandra-pizarnik,El sol como un gran animal demasiado amarillo,sombra compruebo suerte pruebo ayuda peligroso me demasiado noche amarillo cuando necesita muertos lenguaje mi abajo hacerme pero emerja tiempo recibir como mata gran lo sus mis nadie esconde peso ayude en tendré una mar ningún más a quedar un máscara la no que de sol tiene porque nada para
84,alejandra-pizarnik,15,desacostumbrarme oficio ejercer hora nací llegada extraño que en no la más recién de NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
85,alejandra-pizarnik,Qué bestia caída de pasmo,sangre salvarse calles cielo arrastra difícil quiere aquí mi tierra caminar lo qué he bestia pasmo por señalar la de o el y caída se las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
86,alejandra-pizarnik,Todo hace el amor con el silencio,silencio casa amor luz pronto fuego templo tambor me todo circo prometido como una con hace un la de habían el y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
87,alejandra-pizarnik,Mensajeros en la noche anunciaron lo que no oímos,huyo escondieron muerta estrangulaban arrastro sabemos deliro sangre persigo muere ternura invadido me color aullido casa furia tejido mi quiso recordar cielo devoro ellos noche si cada malezas pero luz cómo instante avance anunciaron manos mensajeros infancia muerte amado cuchillos debajo lo idiota yo qué con como inocencia a en
88,alejandra-pizarnik,Sueño,mañana encontrará prisión será recuerdo playa desconocida viento vida alma monstruos retorno sobre isla días solo manos buque misterio sin destruirán de acto carta la del candor un estallará los para el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
89,alejandra-pizarnik,Revelaciones,espacio deseo llaves palabras noche revelaciones claves morir amado cuerpo siempre tu que son sea a en un rey la de lado es el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
90,alejandra-pizarnik,Amantes,mi abre mudo lejos noche cuerpo urgencia delicada flor una a la del de rocío no se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
91,alejandra-pizarnik,La última inocencia,arremete partir anonadada sangre formar fila morir cuerpo miradas duermen alma deshacerse bajo opresoras garganta he que pero más de piedras no la viajera en sol y inercia el para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
92,alejandra-pizarnik,Signos,silencio casa amor luz pronto fuego templo tambor me todo circo prometido como una con hace un la de habían el y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
93,alejandra-pizarnik,Antes,dibujaban jaulas bosque musical ojos pájaros mis pequeñas en los NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
94,alejandra-pizarnik,Lobscurité des eaux,caen visiones silencios configurarme desolada mi resonar lluvia bajo digo me dibujo pienso noche espero viento dices formas mis palabras caminado lenguaje nado silencio toda yo aguas sueño agua ojos escucho corres he en desconocida permanece como dado que caigo a pleno logre forma la mí viene cae único un
95,alejandra-pizarnik,Estoy con pavura,peligro sombras estoy dificultad me negras ayuda poder vivo canto hame pavura desierto miedos cada tu abandoné temía más con sobrevenido lo en vez vacío tenazas que no y el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
96,alejandra-pizarnik,La máscara y el poema,peregrinajes ruinoso templo jaula puesta papel infantiles en palacio volatinera sola del espléndido una pondrán de la a allí un dejarán llevarán los el sol y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
97,alejandra-pizarnik,Nada,sangre mendiga herida muere mi noche viento en la el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
98,alejandra-pizarnik,Partir,arremete partir anonadada sangre formar fila morir cuerpo miradas duermen alma deshacerse bajo opresoras garganta he que pero más de piedras no la viajera en sol y inercia el para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
99,alejandra-pizarnik,Ya comprendo la verdad,delirios estalla ahora comprendo desdichas mis verdad deseos desencuentros ya vida desequilibrios a la en buscar y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
100,alejandra-pizarnik,Los ausentes soplan grismente y la noche es densa,huyo grito soplan muerto hago clamor noche lentamente hallarse mano grismente negras crispada otra color abandonas busca canto me confino quiero mis ausentes toda encauzo saber alejo escribo males párpados quien mortajas yo agua sobre como mentalmente errancia densa persecución negros por la en pájaros a que cosa fuga cae
101,alejandra-pizarnik,A la espera de la oscuridad,cabellos golondrinas humedecen tiritantes acurrucado pobre abrázalo sangre sombras ternura suspiros pavor señálale convulsionado recordar ciega sudoroso labios terror muertos mi olvida mariposas cueva tan palabras canto desnudo alas futuro recoger alma fuego mueren escarchados dile devuelto manos vivir instante ponle nunca pero ampáralo estatua únicas ese al ojos frente
102,alejandra-pizarnik,Cuando me miras,incesante fascinada temor mi fuego muro viajera mis palabras me cuando haces ojos memoria llaves miras tú una poemas un secretos sólo son de tiene el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
103,alejandra-pizarnik,Reconocimiento,aletean lilas tragedia hiciste naufragios silencio adorables mi haces viento vida muertes pretextos ceremonias tú niños que en son un del de corazón cuento y para el las donde NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
104,alejandra-pizarnik,Cómo se llama el nombre,atravesarás nombre color transparencia llama saber posible cómo tanto una como un ataúd que no y el es se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
105,alejandra-pizarnik,Más allá del olvido,brillan burbujean sonreirán danzante impávidas vagando alado mustias luna sombras gime luciendo fragancias altivas innatas mi amor rojas intensas besos alegrías humo mis día vez ojos que costado equidistantes caer armonías son hojas pipa lo secreto fueron un mí descendieron sol de en algún del verás la redondea vendrán alguna
106,alejandra-pizarnik,Estallará la isla del recuerdo,mañana encontrará prisión será recuerdo playa desconocida viento vida alma monstruos retorno sobre isla días solo manos buque misterio sin destruirán de acto carta la del candor un estallará los para el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
107,alejandra-pizarnik,Poema,eliges pura nuestro demasiado hablamos herida haces mi vida ceremonia silencio tú lugar en la de el esta donde NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
108,alejandra-pizarnik,13,explicar llevándome palabras barco partió con mundo que de mí un este NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
109,alejandra-pizarnik,El sol el poema,negra lila voces parque oh vigilia olvido soleado misterio agua tan natal única sobre barcos en de antiguo el las animal NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
110,alejandra-pizarnik,Origen,abrace vivirme feroz sangre verdad ampare mi edades demasiado verde noche muertas me cansancio frase cuando viento cada algo infancia tirita respuesta cual vieja luz alas solamente pero campanas frío grande anunciaron al que sabio una niños quién jamás con yo usada reconozca como oro otras mar sólo melodía piel
111,alejandra-pizarnik,Naufragio inconcluso,abanico alucinada amor musical abrazos desnuda cierra mostraba temporal silencio destiempo bella mis rejas abierto bosque ojos que a más historia un como en de del la niñas estas este el los pequeña se esta las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
112,alejandra-pizarnik,Mi ser henchido de barcos blancos,fantasmagórica sentires reminiscencias henchido mi horas labios rehuir bajo cálices quiero inquietud pestañas tu toda blancos ojos yo destruir ser picazón reventando qué por tus visión la de barcos redondea estas los las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
113,alejandra-pizarnik,En un ejemplar de Les chants de Maldoror,triste medianoche soles soplo alegres mi perfumados suicidio hermosa luz me sobrevuela mis seguida cuando una vestido flores escribo que tierra debajo con como presencia un campo palabra en niños o la huesos por de misma dinastía animales sí y ardía los el NaN NaN NaN NaN NaN NaN NaN
114,alejandra-pizarnik,Mañana,dormir respiración me mañana cenizas con llenarán memoria al vestirán aprenderé a muro alba flores en de que boca sueña un la animal NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
115,alejandra-pizarnik,Explicar con palabras de este mundo,explicar llevándome palabras barco partió con mundo que de mí un este NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
116,alejandra-pizarnik,Ya he perdido el nombre que me llamaba,sombra hermoso mi noche ii me i día cayendo oh su perdido fin nombre sonrisa sonido memoria van rostro ya tu tú deseado sobreviviente última como que he más rueda por agua mí días volver la sin en no de del llamaba hasta y el los se es NaN NaN
117,alejandra-pizarnik,Tal vez esta noche no es noche,llora cancerbero corre ciega sangre sombras tropezaría pasease tanta lactescencia luna horrendo azar falta pasos faltan feliz furia candor mira quiero tan pocos venas si noche sonrisa me luces mis sé tantos palabras algo su ensueños alma muerte pudiera rompe hay tantas extraña otro miraría pero noches vida rezagados palpar
118,alejandra-pizarnik,12,sonámbula despertar seda dulces mano ahora abre metamorfosis su viento flor respirando niebla al cornisa una niña que de en la más no se las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
119,alejandra-pizarnik,Y aún me atrevo a amar,muerta lejos color mi me amar tan hay todo muro perdido cerca hora sonido luz mirada atrevo tiempo pedir saber abandonado lo una a he que un en aún no la del de y el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
120,alejandra-pizarnik,Privilegio,sombra hermoso mi noche ii me i día cayendo oh su perdido fin nombre sonrisa sonido memoria van rostro ya tu tú deseado sobreviviente última como que he más rueda por agua mí días volver la sin en no de del llamaba hasta y el los se es NaN NaN
121,alejandra-pizarnik,Balada de la piedra que llora,llanto muere risa pero muerte vida la de nada se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
122,alejandra-pizarnik,La que murió de su vestido azul está cantando,muerto corroe azul cantando ella latidos blanco suerte ebriedad mano gris sed extraviada su imbuida adentro labios voz perdiciones verde ecos pesar vaso busca caballo amuleto hay abre vestido muerte canción buena tatuado niebla expuesta junto ojos con distancia una todas niña murió frío la al en que a está
123,alejandra-pizarnik,Ante la lúgubre manía de vivir,sonreirás enamorada llora triste remuerden miraste culpan carcajadas hoy abrazo recuerdas sola fuiste barbas humorada enviarás recóndita risas amado espejo lúgubre tan cantaba demente oyes vas duele arrastra oh desesperada digan mensajes tu pero murieron cierra vida noches sirena vivir rostro manos pañuelo tanto barco niegues volverá alejandra luz lo
124,alejandra-pizarnik,Fronteras inútiles,hablo no espacio amor ausencia qué digo instantes sólo hilo unión miserable lo tiempo todos lugar sí un de que conozco el los es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
125,alejandra-pizarnik,La sangre quiere sentarse,muerto amor deliro ii fervor sangre quiere i me vida dios si su ti tomo mis ausencia desnuda robado abandonado a mendigar mundo qué lo como brazos cae sin sentarse de desplumo la sol en un razón diría llevo han así hubiera y el le NaN NaN NaN NaN NaN
126,alejandra-pizarnik,La muerte se muere de risa pero la vida,llanto muere risa pero muerte vida la de nada se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
127,alejandra-pizarnik,En el eco de mis muertes,sangre miedo negro deseos sabes eco digo mi nombre sé muertos sombrero cuando mis labios hay muertes bebiendo tú con escondiendo aún en ratas del o de sí el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
128,alejandra-pizarnik,Te hablo,peligro sombras estoy dificultad me negras ayuda poder vivo canto hame pavura desierto miedos cada tu abandoné temía más con sobrevenido lo en vez vacío tenazas que no y el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
129,alejandra-pizarnik,La jaula,lloro bailan sombra sedientos cantan posa escarnecer mi conmigo viento noche enfermos agito realidad me pañuelos mis oculto hay clavos miran gritar pero muerte sé desnuda cenizas cuando nombre sermón visto yo lo que después a debajo alba sueños sol la un melodía en más caliente afuera del de no
130,alejandra-pizarnik,Linterna sorda,soplan muerto noche hago color yo escribo párpados toda ausentes la densa por de del tiene el y los palabra es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
131,alejandra-pizarnik,Cenizas,mirándome pronto soy odio embellecido alucinada pavor conmigo mi antepasado llaves su iremos sonrisa pero arroja debo noche sufre sueño hay rostro tengo ti estrellas candado música lo a aire qué haré está que con nos mundo demacrado arcano la de te lágrimas no mañana porque y el se astilló
132,alejandra-pizarnik,La mesa verde,sombra compruebo suerte pruebo ayuda peligroso me demasiado noche amarillo cuando necesita muertos lenguaje mi abajo hacerme pero emerja tiempo recibir como mata gran lo sus mis nadie esconde peso ayude en tendré una mar ningún más a quedar un máscara la no que de sol tiene porque nada para
133,alejandra-pizarnik,Debajo de mi vestido ardía un campo con flores alegres,triste medianoche soles soplo alegres mi perfumados suicidio hermosa luz me sobrevuela mis seguida cuando una vestido flores escribo que tierra debajo con como presencia un campo palabra en niños o la huesos por de misma dinastía animales sí y ardía los el NaN NaN NaN NaN NaN NaN NaN
134,alejandra-pizarnik,Vida mi vida déjate caer déjate doler mi vida,mi casa verdes noche ingenuo caer vida enlazar doler fuego déjate silencio en piedras la de y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
135,alejandra-pizarnik, Y si nos vamos anticipando,muerta golpeamos desplumarme desangrarme escupirse soslayo pronto pateamos arrancarse soy dulce vamos sangre puñados cabellera engañada hacemos sienes anticipamos pecho amor desequilibrarme retrocede lanza esto hermosos embarradas mi soberbia me si esperanza verdad conciencia aullido su sonrisa dios mis existo cuando vida empujada clavarse realidad perdido muerte pedimos quisiera das
136,alejandra-pizarnik,Han venido,huelen llanto lloras invaden sangre abrazas edad soledad tanta eres suicidan miedo noche palabras deseos venido cofre vida hay pero desierto tu alimentas sueño adiós dos nadie movimiento al loca serpiente solo a debajo que tú incendiar como perdidos abres plumas hace en pequeños te más la carencias rica tus
137,alejandra-pizarnik,Cantora nocturna,muerto corroe azul cantando ella latidos blanco suerte ebriedad mano gris sed extraviada su imbuida adentro labios voz perdiciones verde ecos pesar vaso busca caballo amuleto hay abre vestido muerte canción buena tatuado niebla expuesta junto ojos con distancia una todas niña murió frío la al en que a está
138,alejandra-pizarnik,De rbol de Diana,sombra amor sed miedo su vaso muerte desierto dice silencio sabe solo con que ningún viajera mío la silenciosa en vacío no mí de cuídate tiene del el y encuentro es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
139,alejandra-pizarnik,Sentido de su ausencia,hermosamente sombra atrevo mirar amado mi suave tan lejos su si dispersa lluvia desaparecido me que nombre rostro memoria a yo unida decir perfume un allá ardiendo poema la por en y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
140,alejandra-pizarnik,Alejandra alejandra,alejandra estoy debajo yo NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
141,alejandra-pizarnik,Salvación,ahora descubrir vuelve noche tormento viento sometido fuego isla navegante infinito muerte rompe horror muro purifica muchacha como carne fuente la en escalar que máscara piedra profeta a del de poesía halla fuga hoja perdidas pájaro civilización el y es caída se NaN NaN NaN NaN NaN NaN NaN NaN
142,alejandra-pizarnik,He nacido tanto,doblemente tanto memoria nacido sufrido he aquí allá la de en y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
143,alejandra-pizarnik,Poema para el padre,muerta recordarle cantar azules deshora sombras canto voz movedizas cantos resonó obscenos llena su alta canción ausentes dejaron palabras ocultado sus ausencia opacidad con lengua fría ojos tiempo muchacho jardines lo oquedades ausente como escribo a que través mundo en venían torre silenciosa la podía más de desde no sino
144,alejandra-pizarnik,En un otoño antiguo,atravesarás nombre color transparencia llama saber posible cómo tanto una como un ataúd que no y el es se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
145,alejandra-pizarnik,Los ausentes soplan y la noche es densa,soplan muerto noche hago color yo escribo párpados toda ausentes la densa por de del tiene el y los palabra es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
146,alejandra-pizarnik,Como un poema enterado,verme silencio hablas cosas poema enterado como del un no de para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
147,alejandra-pizarnik,Invocaciones,redobla espacio espejo abrazo furia canto me creo leprosa insiste tu yo crea que injurias un entre en la de y el  NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
148,alejandra-pizarnik,El tiempo tiene miedo,miedo destrucciones sangre devasta mi tiempo pasea lastimosa mis mucho muralla mejores destrucción sólo arranca por tiene de frutos el y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
149,alejandra-pizarnik,Y sobre todo mirar con inocencia,xii xvii xvi xiii iv iii xv xiv ii xix presentida negro mirar grito x xviii otra ido mano estrella viii azul amarillos tinieblas pasar noche v fuiste fin ahogada recuerdo fondo vii luna soy dos llena deseaba i constelan adentro hablo ramo xi niña voz hacer estoy duelo cierto
150,alejandra-pizarnik,Una flor,mi abre mudo lejos noche cuerpo urgencia delicada flor una a la del de rocío no se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
151,alejandra-pizarnik,Mi amor se amplía,tintero perforan inacabables caricias reminiscente sublevan clama chorro fatídico mojigatería enfila inmenso pecho amor mi ufana ruega vuelo resbalar su sonido todo mapamundi tan señal palabras hacia clic huir rutas haciendo rubio besos fuentes pliegues hay mis nombre exhala momentos cuerpo perfecto territorio música linderos anímico ríe sobre piel anguilas
152,alejandra-pizarnik,Caroline de Gundorode,huye devorada enamorada acaricia alucinada olvido espejo mano maleta cenizas viento cofre entra su memoria cuchillo cara piel con ausente a por en que bestias la misma del de un apacigua sí pájaro fue y el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
153,alejandra-pizarnik,Tu voz,petrificada dulce cantas mi despierte conmigo voz su emboscado late escritura tatuado tu memoria asido aire rehén nunca que a en ausente por fuga un reloj de poema pájaro para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
154,alejandra-pizarnik,No querer blancos rodando,alpargata querer deshilacha oxígenos tocar colas traer blandas cruzadas abstractos semillosas cielo caos movible vencer voces mi pelo robando hojas portátiles nimias vivir blancos actual marrón encerar trasladar curva arqueada al rodando sitúan a hoja llegar vocablos sin mil aéreas la en no último árboles planta los imán se las
155,alejandra-pizarnik,Esta lila se deshoja,sombra deshoja lila su he morir cae oculta antigua cosas desde misma de sí y esta así se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
156,alejandra-pizarnik,Hijas del viento,huelen llanto lloras invaden sangre abrazas edad soledad tanta eres suicidan miedo noche palabras deseos venido cofre vida hay pero desierto tu alimentas sueño adiós dos nadie movimiento al loca serpiente solo a debajo que tú incendiar como perdidos abres plumas hace en pequeños te más la carencias rica tus
157,alejandra-pizarnik,Escucho resonar el agua que cae en mi sueño,caen visiones silencios configurarme desolada mi resonar lluvia bajo digo me dibujo pienso noche espero viento dices formas mis palabras caminado lenguaje nado silencio toda yo aguas sueño agua ojos escucho corres he en desconocida permanece como dado que caigo a pleno logre forma la mí viene cae único un
158,alejandra-pizarnik,Emboscado en mi escritura,petrificada dulce cantas mi despierte conmigo voz su emboscado late escritura tatuado tu memoria asido aire rehén nunca que a en ausente por fuga un reloj de poema pájaro para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
159,alejandra-pizarnik,En la noche a tu lado,espacio deseo llaves palabras noche revelaciones claves morir amado cuerpo siempre tu que son sea a en un rey la de lado es el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
160,alejandra-pizarnik,El despertar,aúlla remedan ayer delirios desaparezco insisten devorado tarde desastre amor beben salvaje recuerdo loco ido sangre demasiado me negras baila estalló hago dicen contemplar ahorcados encendidas cómo abrazar morían vuelto luces queman señor noche enseña mi féretros viento muertos volado arroja todo ahora miedo cuando suicido hora ellas labios niña
161,alejandra-pizarnik,El espléndido palacio de papel de los peregrinajes infantiles,peregrinajes ruinoso templo jaula puesta papel infantiles en palacio volatinera sola del espléndido una pondrán de la a allí un dejarán llevarán los el sol y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
162,alejandra-pizarnik,Canta lastimada mía,cervantes tarde noche si pasara pasa lastimada puedes como tú canta no nada aunque mía y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
163,alejandra-pizarnik,Comunicaciones,me esperaba comido harapiento parte viento cara llamaban manos yo había la de ángel el y las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
164,alejandra-pizarnik,Bosque musical,dibujaban jaulas bosque musical ojos pájaros mis pequeñas en los NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
165,alejandra-pizarnik,La única herida,sangre salvarse calles cielo arrastra difícil quiere aquí mi tierra caminar lo qué he bestia pasmo por señalar la de o el y caída se las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
166,alejandra-pizarnik,Escribiendo,implorado escribiendo fondos naufragio pedido querido fondo noche escritura mi coger semanas sacrificar tanto perdido morir mis alegría ceremonias he vos mundo en días desde a del de no tienen adjetivos abrazada poema este y el esta los las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
167,alejandra-pizarnik,Yo no sé de la infancia,acariciado mi mano me otra orilla arrastra infancia su miedo sé que una luminoso a yo perfume un más la no de y pájaro NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
