,author,poem,keywords
168,alejandra-pizarnik,La palabra que sana,esperando comprobará desenterrado luego dice lenguaje cada alguien furioso otra muestre eso existe en lo por silencio tampoco lugar además que un mundo más mar no cosa sea forma palabra ni porque canta el y se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
169,alejandra-pizarnik,Del combate con las palabras ocúltame,ocúltame palabras mi furor elemental cuerpo combate apaga del con de y el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
170,alejandra-pizarnik,Insiste en tu abrazo,redobla espacio espejo abrazo furia canto me creo leprosa insiste tu yo crea que injurias un entre en la de y el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
171,alejandra-pizarnik,Silencios,oigo escucho me su siempre muerte solo decir al la lado NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
172,alejandra-pizarnik,Crepúsculo,sombra deseo mirados mudo cubre gesto doblemente viento luces verano sus una memoria aquí ajeno que apiada mar un allá por la pétalos en hoja lleva de último y el se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
173,alejandra-pizarnik,Caer,olvidadas venir esperanza alguien nombres figuras muy nunca consumió ir error distancias mal nuevo por la un en de y soñó las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
174,alejandra-pizarnik,La sombra cubre pétalos mirados,sombra deseo mirados mudo cubre gesto doblemente viento luces verano sus una memoria aquí ajeno que apiada mar un allá por la pétalos en hoja lleva de último y el se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
175,alejandra-pizarnik,Tú eliges el lugar de la herida,eliges pura nuestro demasiado hablamos herida haces mi vida ceremonia silencio tú lugar en la de el esta donde NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
176,alejandra-pizarnik,Ojos primitivos,soy muerta reconduce miedo cantar terror gris viento comenzar esto mi gloria nombre cuando emigrante temes pronombre hacia respiración bella figuras gama desfiladero imágenes comprensión ese miedos estar con mero van contra silencio despacito desconocida alegría escribo en a cuenta más haya poemas por garras vacío forma cuentos la sí
177,alejandra-pizarnik,Señor,aúlla remedan ayer delirios desaparezco insisten devorado tarde desastre amor beben salvaje recuerdo loco ido sangre demasiado me negras baila estalló hago dicen contemplar ahorcados encendidas cómo abrazar morían vuelto luces queman señor noche enseña mi féretros viento muertos volado arroja todo ahora miedo cuando suicido hora ellas labios niña
178,alejandra-pizarnik,Hemos dicho palabras,adorado delirante suspiro despertar risa sola arrojando amor olas avara mi arrodillado palabras cielo poder fuego amado hacia frases estoy decirle muertos estrella su ahora nombres puedo caminos alas miradas pero vivo extensas hacer inventado nuevos sermón vino sus terribles que agua sobre yo montaña hemos como a con creado
179,alejandra-pizarnik,Yo no sé de pájaros,soledad creo mi alas sé fuego pero yo historia pájaros tener no que la de del debería conozco NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
180,alejandra-pizarnik,Para reconocer en la sed mi emblema,loba ofrenda sustentarme emblema amor sed puro mi noche significar sido toda reconocer nunca he bosque nuevo cuerpos sueño errar inocente palabra decir único de en un la no los el para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
181,alejandra-pizarnik,Y fue entonces,muerta recordarle cantar azules deshora sombras canto voz movedizas cantos resonó obscenos llena su alta canción ausentes dejaron palabras ocultado sus ausencia opacidad con lengua fría ojos tiempo muchacho jardines lo oquedades ausente como escribo a que través mundo en venían torre silenciosa la podía más de desde no sino
182,alejandra-pizarnik,Esta manía de saberme ángel,lloran sombra amapolas saberme piedad delirio vagando abraza elevan dulce fluye vivirme devastan edad amor mi muere esperanza sonrisas amar noche fuego mis miedo todo muerte algo siniestro fantasmas bellos nombre callada sobre logia infierno una que lo con a quién manía ni cuchillos plumas como sacerdotes goza qué un
183,alejandra-pizarnik,Vértigos o contemplación de algo que termina,sombra deshoja lila su he morir cae oculta antigua cosas desde misma de sí y esta así se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
184,alejandra-pizarnik,Memoria,gemido espacio arpa color miedo silencio cerrado luz hora golpea ausencia alguien arma otro lunar cosas en la un ataúd significando de anida y el donde para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
185,alejandra-pizarnik,No sé si pájaro o jaula,muerta jadeando asesina mano princesa jaula garganta juglar oral alta joven pero si una sé oscura silenciosa fuente gran vez torre como tal o la en más no pájaro NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
186,alejandra-pizarnik,Mucho más allá,muerta golpeamos desplumarme desangrarme escupirse soslayo pronto pateamos arrancarse soy dulce vamos sangre puñados cabellera engañada hacemos sienes anticipamos pecho amor desequilibrarme retrocede lanza esto hermosos embarradas mi soberbia me si esperanza verdad conciencia aullido su sonrisa dios mis existo cuando vida empujada clavarse realidad perdido muerte pedimos quisiera das
187,alejandra-pizarnik,Extraño desacostumbrarme,desacostumbrarme oficio ejercer hora nací llegada extraño que en no la más recién de NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
188,alejandra-pizarnik,Caminos del espejo,xii xvii xvi xiii iv iii xv xiv ii xix presentida negro mirar grito x xviii otra ido mano estrella viii azul amarillos tinieblas pasar noche v fuiste fin ahogada recuerdo fondo vii luna soy dos llena deseaba i constelan adentro hablo ramo xi niña voz hacer estoy duelo cierto
189,alejandra-pizarnik,Formas,muerta jadeando asesina mano princesa jaula garganta juglar oral alta joven pero si una sé oscura silenciosa fuente gran vez torre como tal o la en más no pájaro NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
190,alejandra-pizarnik,Días contra el ensueño,alpargata querer deshilacha oxígenos tocar colas traer blandas cruzadas abstractos semillosas cielo caos movible vencer voces mi pelo robando hojas portátiles nimias vivir blancos actual marrón encerar trasladar curva arqueada al rodando sitúan a hoja llegar vocablos sin mil aéreas la en no último árboles planta los imán se las
191,alejandra-pizarnik,El viento me había comido,me esperaba comido harapiento parte viento cara llamaban manos yo había la de ángel el y las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
192,alejandra-pizarnik,La noche se astilló de estrellas,mirándome pronto soy odio embellecido alucinada pavor conmigo mi antepasado llaves su iremos sonrisa pero arroja debo noche sufre sueño hay rostro tengo ti estrellas candado música lo a aire qué haré está que con nos mundo demacrado arcano la de te lágrimas no mañana porque y el se astilló
193,alejandra-pizarnik,Reloj,no dama pequeñísima sílaba moradora sale una al pronunciar alba pájaro a un corazón en de el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
194,alejandra-pizarnik,Solo un amor,tintero perforan inacabables caricias reminiscente sublevan clama chorro fatídico mojigatería enfila inmenso pecho amor mi ufana ruega vuelo resbalar su sonido todo mapamundi tan señal palabras hacia clic huir rutas haciendo rubio besos fuentes pliegues hay mis nombre exhala momentos cuerpo perfecto territorio música linderos anímico ríe sobre piel anguilas
195,alejandra-pizarnik,No más las dulces metamorfosis de una niña de seda,sonámbula despertar seda dulces mano ahora abre metamorfosis su viento flor respirando niebla al cornisa una niña que de en la más no se las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
196,alejandra-pizarnik,Tiempo,acariciado mi mano me otra orilla arrastra infancia su miedo sé que una luminoso a yo perfume un más la no de y pájaro NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
197,alejandra-pizarnik,La enamorada,sonreirás enamorada llora triste remuerden miraste culpan carcajadas hoy abrazo recuerdas sola fuiste barbas humorada enviarás recóndita risas amado espejo lúgubre tan cantaba demente oyes vas duele arrastra oh desesperada digan mensajes tu pero murieron cierra vida noches sirena vivir rostro manos pañuelo tanto barco niegues volverá alejandra luz lo
198,alejandra-pizarnik,Extraña que fui,lejanas atesoraba silencios palabras luces cuando puras nuevos crear fui muy extraña vecina que de para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
199,alejandra-pizarnik,Alguien mide sollozando,almohada reposo busca su alguien apuñala sollozando mide lugar alba en imposible la del de extensión NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
200,alejandra-pizarnik,La muerte siempre al lado,oigo escucho me su siempre muerte solo decir al la lado NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
201,alejandra-pizarnik,La luz es demasiado grande,abrace vivirme feroz sangre verdad ampare mi edades demasiado verde noche muertas me cansancio frase cuando viento cada algo infancia tirita respuesta cual vieja luz alas solamente pero campanas frío grande anunciaron al que sabio una niños quién jamás con yo usada reconozca como oro otras mar sólo melodía piel
202,alejandra-pizarnik,3,sombra amor sed su vaso silencio desierto solo con ningún mío la viajera cuídate en de silenciosa mí vacío y encuentro el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
203,alejandra-pizarnik,Solamente en las noches,implorado escribiendo fondos naufragio pedido querido fondo noche escritura mi coger semanas sacrificar tanto perdido morir mis alegría ceremonias he vos mundo en días desde a del de no tienen adjetivos abrazada poema este y el esta los las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
204,alejandra-pizarnik,Tú haces el silencio de las lilas que aletean,aletean lilas tragedia hiciste naufragios silencio adorables mi haces viento vida muertes pretextos ceremonias tú niños que en son un del de corazón cuento y para el las donde NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
205,alejandra-pizarnik,La mano de la enamorada del viento,huye devorada enamorada acaricia alucinada olvido espejo mano maleta cenizas viento cofre entra su memoria cuchillo cara piel con ausente a por en que bestias la misma del de un apacigua sí pájaro fue y el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
206,alejandra-pizarnik,Mendiga voz,muerta lejos color mi me amar tan hay todo muro perdido cerca hora sonido luz mirada atrevo tiempo pedir saber abandonado lo una a he que un en aún no la del de y el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
207,alejandra-pizarnik,Poco sé de la noche,delira grita sabiéndolas lágrima sangre llorar ella odio recuerdos noche si miradas cubre alma nuestra conciencia me algo su vida palabras desencuentros pero sé llenas miseria estrellas siempre bebe quisiera mis muerte asiste siglos sobre parece vez sus intereses ideas arrojar poco saber volveremos nuestras oigo lo como ser arañan
208,alejandra-pizarnik,Desnudo soñando una noche solar,borraron lluvia me yacido desnudo noche viento muro fuego escrito una he a soñando como solar un días la en animales poema y el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
209,alejandra-pizarnik,Solo la sed,sombra amor sed su vaso silencio desierto solo con ningún mío la viajera cuídate en de silenciosa mí vacío y encuentro el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
210,alejandra-pizarnik,Anillos de ceniza,amordazados canten mutiladas lila cantando soles hay lluvia garganta busca vestidos mi voces funestos noche desolado silencio espera rumor cuando palabras ellos partición día mis grismente asilo siempre una en son viene rompiéndose a negros que pequeños alba la un no de sol del dueños pájaro tribu los el y
211,alejandra-pizarnik,La danza inmóvil,huyo escondieron muerta estrangulaban arrastro sabemos deliro sangre persigo muere ternura invadido me color aullido casa furia tejido mi quiso recordar cielo devoro ellos noche si cada malezas pero luz cómo instante avance anunciaron manos mensajeros infancia muerte amado cuchillos debajo lo idiota yo qué con como inocencia a en
212,alejandra-pizarnik,Quién alumbra,incesante fascinada temor mi fuego muro viajera mis palabras me cuando haces ojos memoria llaves miras tú una poemas un secretos sólo son de tiene el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
213,alejandra-pizarnik,Manos crispadas me confinan al exilio,confinan crispadas morir ayuda exilio me quieren pedir anochecer manos van al a ayúdame no NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
214,alejandra-pizarnik,Son mis voces cantando,amordazados canten mutiladas lila cantando soles hay lluvia garganta busca vestidos mi voces funestos noche desolado silencio espera rumor cuando palabras ellos partición día mis grismente asilo siempre una en son viene rompiéndose a negros que pequeños alba la un no de sol del dueños pájaro tribu los el y
215,alejandra-pizarnik,Figuras y silencios,confinan crispadas morir ayuda exilio me quieren pedir anochecer manos van al a ayúdame no NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
216,alejandra-pizarnik,Fiesta en el vacío,enlazará encerrado llamada suave necesidad viento su muerte oh me dónde mis ser alas vino al ojos con como sólo palabra en la un sol sin de ángel perforar el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
217,alejandra-pizarnik,El miedo,sangre miedo negro deseos sabes eco digo mi nombre sé muertos sombrero cuando mis labios hay muertes bebiendo tú con escondiendo aún en ratas del o de sí el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
218,alejandra-pizarnik,Arpa de silencio,gemido espacio arpa color miedo silencio cerrado luz hora golpea ausencia alguien arma otro lunar cosas en la un ataúd significando de anida y el donde para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
219,alejandra-pizarnik,Mis alas,mi ah pensado tajo gong mis silla disimulado rostro podridos infinito ojos alas cuerpo vida dos infantil trozos copitas vino un agrio cero bien la pétalos razón de en vacío vaivén NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
220,alejandra-pizarnik,Barcos sobre el agua natal,negra lila voces parque oh vigilia olvido soleado misterio agua tan natal única sobre barcos en de antiguo el las animal NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
221,alejandra-pizarnik,Dice que no sabe del miedo de la muerte del amor,sombra amor sed miedo su vaso muerte desierto dice silencio sabe solo con que ningún viajera mío la silenciosa en vacío no mí de cuídate tiene del el y encuentro es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
222,alejandra-pizarnik,Este temporal a destiempo estas rejas en las niñas de mis,abanico alucinada amor musical abrazos desnuda cierra mostraba temporal silencio destiempo bella mis rejas abierto bosque ojos que a más historia un como en de del la niñas estas este el los pequeña se esta las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
223,alejandra-pizarnik,Canto,miedo destrucciones sangre devasta mi tiempo pasea lastimosa mis mucho muralla mejores destrucción sólo arranca por tiene de frutos el y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
224,alejandra-pizarnik,La noche,delira grita sabiéndolas lágrima sangre llorar ella odio recuerdos noche si miradas cubre alma nuestra conciencia me algo su vida palabras desencuentros pero sé llenas miseria estrellas siempre bebe quisiera mis muerte asiste siglos sobre parece vez sus intereses ideas arrojar poco saber volveremos nuestras oigo lo como ser arañan
225,alejandra-pizarnik,Llamé llamé como la náufraga dichosa,bruma muerto desesperanza risa vuela azul náufraga mano soledad prisionera confié cortan llamado mi olas dichosa viento enojado verdugas deseo mudez hacia rompiendo guardianes muerte nombre verdadero silencio alas cartas cuando mis pero infierno brujas música ser pájaros nunca flores con llamé al he como mundo a que la en
226,alejandra-pizarnik,Dama pequeñísima,no dama pequeñísima sílaba moradora sale una al pronunciar alba pájaro a un corazón en de el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
227,alejandra-pizarnik,Despedida,enamorado ávidas silencio fuego mi lluvia canto tantas mata su me sube luz abandonado que en acompaña criaturas un pájaro y pequeña esta NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
228,alejandra-pizarnik,Lejanía,fantasmagórica sentires reminiscencias henchido mi horas labios rehuir bajo cálices quiero inquietud pestañas tu toda blancos ojos yo destruir ser picazón reventando qué por tus visión la de barcos redondea estas los las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
229,alejandra-pizarnik,21,doblemente tanto memoria nacido sufrido he aquí allá la de en y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
230,alejandra-pizarnik,Cuarto solo,partirá clepsidras seguramente sed esfinges si formando rostros bebe verdad tu ausencia atreves sorprender vieja una sus probablemente manos presencia a que pared la te fisuras vendrá de y desgarraduras esta para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
231,alejandra-pizarnik,35,mi casa verdes noche ingenuo caer vida enlazar doler fuego déjate silencio en piedras la de y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
232,alejandra-pizarnik,La carencia,soledad creo mi alas sé fuego pero yo historia pájaros tener no que la de del debería conozco NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
233,alejandra-pizarnik,Destrucciones,ocúltame palabras mi furor elemental cuerpo combate apaga del con de y el las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
234,alejandra-pizarnik,Afuera hay sol,lloro bailan sombra sedientos cantan posa escarnecer mi conmigo viento noche enfermos agito realidad me pañuelos mis oculto hay clavos miran gritar pero muerte sé desnuda cenizas cuando nombre sermón visto yo lo que después a debajo alba sueños sol la un melodía en más caliente afuera del de no
235,alejandra-pizarnik,Yo soy,mi ah pensado tajo gong mis silla disimulado rostro podridos infinito ojos alas cuerpo vida dos infantil trozos copitas vino un agrio cero bien la pétalos razón de en vacío vaivén NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
236,alejandra-pizarnik,Solamente,delirios estalla ahora comprendo desdichas mis verdad deseos desencuentros ya vida desequilibrios a la en buscar y NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
237,alejandra-pizarnik,El viento muere en mi herida,sangre mendiga herida muere mi noche viento en la el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
238,alejandra-pizarnik,Sous la nuit,huyo grito soplan muerto hago clamor noche lentamente hallarse mano grismente negras crispada otra color abandonas busca canto me confino quiero mis ausentes toda encauzo saber alejo escribo males párpados quien mortajas yo agua sobre como mentalmente errancia densa persecución negros por la en pájaros a que cosa fuga cae
239,alejandra-pizarnik,Alguna vez de un costado de la luna,brillan burbujean sonreirán danzante impávidas vagando alado mustias luna sombras gime luciendo fragancias altivas innatas mi amor rojas intensas besos alegrías humo mis día vez ojos que costado equidistantes caer armonías son hojas pipa lo secreto fueron un mí descendieron sol de en algún del verás la redondea vendrán alguna
240,alejandra-pizarnik,Exilio,lloran sombra amapolas saberme piedad delirio vagando abraza elevan dulce vivirme fluye devastan amor edad muere mi sonrisas esperanza amar noche mis fuego miedo todo muerte algo siniestro fantasmas bellos nombre infierno sobre callada logia con una que lo a solo manía quién ni cuchillos como plumas sacerdotes qué goza
241,alejandra-pizarnik,Verde paraíso,lejanas atesoraba silencios palabras luces cuando puras nuevos crear fui muy extraña vecina que de para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
242,alejandra-pizarnik,Moradas,inalcanzable tristeza muerto busca sed vaso mano loco crispada siempre memoria que la en un de niño el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
243,alejandra-pizarnik,Esperando que un mundo sea desenterrado,esperando comprobará desenterrado luego dice lenguaje cada alguien furioso otra muestre eso existe en lo por silencio tampoco lugar además que un mundo más mar no cosa sea forma palabra ni porque canta el y se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
244,alejandra-pizarnik,Noche,llora cancerbero corre ciega sangre sombras tropezaría pasease tanta lactescencia luna horrendo azar falta pasos faltan feliz furia candor mira quiero tan pocos venas si noche sonrisa me luces mis sé tantos palabras algo su ensueños alma muerte pudiera rompe hay tantas extraña otro miraría pero noches vida rezagados palpar
245,alejandra-pizarnik,Rescate,lilas si lejos alma otro responderá siempre pregunta del no río jardín queda sino de este lado aquel y es el se le NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
246,alejandra-pizarnik,Nunca de nuevo la esperanza,olvidadas venir esperanza alguien nombres figuras muy nunca consumió ir error distancias mal nuevo por la un en de y soñó las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
247,alejandra-pizarnik,Mata su luz un fuego abandonado,enamorado ávidas silencio fuego mi lluvia canto tantas mata su me sube luz abandonado que en acompaña criaturas un pájaro y pequeña esta NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
248,alejandra-pizarnik,Madrugada,borraron lluvia me yacido desnudo noche viento muro fuego escrito una he a soñando como solar un días la en animales poema y el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
249,alejandra-pizarnik,Como el viento sin alas encerrado en mis ojos,enlazará encerrado llamada suave necesidad viento su muerte oh me dónde mis ser alas vino al ojos con como sólo palabra en la un sol sin de ángel perforar el es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
250,alejandra-pizarnik,Pido el silencio,cervantes tarde noche si pasara pasa lastimada puedes como tú canta no nada aunque mía y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
251,alejandra-pizarnik,Los ojos abiertos,almohada reposo busca su alguien apuñala sollozando mide lugar alba en imposible la del de extensión NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
252,alejandra-pizarnik,El ausente,muerto amor deliro ii fervor sangre quiere i me vida dios si su ti tomo mis ausencia desnuda robado abandonado a mendigar mundo qué lo como brazos cae sin sentarse de desplumo la sol en un razón diría llevo han así hubiera y el le NaN NaN NaN NaN NaN
253,alejandra-pizarnik,Si yo me atrevo,hermosamente sombra atrevo mirar amado mi suave tan lejos su si dispersa lluvia desaparecido me que nombre rostro memoria a yo unida decir perfume un allá ardiendo poema la por en y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
254,alejandra-pizarnik,En donde el miedo no cuenta cuentos y poemas,soy muerta reconduce miedo cantar terror gris viento comenzar esto mi gloria nombre cuando emigrante temes pronombre hacia respiración bella figuras gama desfiladero imágenes comprensión ese miedos estar con mero van contra silencio despacito desconocida alegría escribo en a cuenta más haya poemas por garras vacío forma cuentos la sí
255,alejandra-pizarnik,Un lugar,hablo no espacio amor ausencia qué digo instantes sólo hilo unión miserable lo tiempo todos lugar sí un de que conozco el los es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
256,alejandra-pizarnik,Ese instante que no se olvida,cabellos golondrinas humedecen tiritantes acurrucado pobre abrázalo sangre sombras ternura suspiros pavor señálale convulsionado recordar ciega sudoroso labios terror muertos mi olvida mariposas cueva tan palabras canto desnudo alas futuro recoger alma fuego mueren escarchados dile devuelto manos vivir instante ponle nunca pero ampáralo estatua únicas ese al ojos frente
